Suburb,Rooms,Type,Price,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt
Lower Plenty,5,h,800000,S,17/6/17,15,3093,5,2,2,864,,
Maidstone,2,t,505500,SP,17/6/17,6,3012,2,1,1,59,,2014
Malvern East,4,h,2520000,PI,17/6/17,8,3145,4,3,4,960,325,1910
Maribyrnong,1,u,301000,S,17/6/17,4,3032,1,1,1,887,45,1972
McKinnon,3,u,960000,S,17/6/17,11,3204,3,2,3,220,,
Melbourne,2,u,740000,VB,17/6/17,0,3000,2,1,1,0,113,1999
Melton,4,h,420000,S,17/6/17,32,3337,4,2,2,642,199.5,2004
Melton South,3,h,419000,S,17/6/17,30,3338,3,1,3,603,,
Mentone,3,t,1051000,S,17/6/17,20,3194,3,2,2,435,141,1980
Mentone,4,h,1700000,S,17/6/17,20,3194,4,2,2,731,,
Mentone,2,u,525000,S,17/6/17,20,3194,2,1,1,723,,
Mentone,2,u,660000,S,17/6/17,20,3194,2,1,1,101,300,1990
Mentone,2,u,455000,S,17/6/17,20,3194,2,1,1,3160,,1970
Mernda,3,h,517000,S,17/6/17,26,3754,3,2,4,400,,
Mernda,4,h,596000,S,17/6/17,26,3754,4,2,2,512,,
Middle Park,4,h,2500000,VB,17/6/17,3,3206,4,3,1,209,,
Mill Park,4,h,865000,S,17/6/17,18,3082,4,2,2,612,236,2013
Mitcham,4,h,1302000,S,17/6/17,17,3132,4,1,1,842,160,1950
Mitcham,3,t,800000,VB,17/6/17,17,3132,3,2,2,343,130,2010
Moonee Ponds,3,h,1850000,SP,17/6/17,6,3039,3,2,2,596,203,1950
Moonee Ponds,1,u,222000,S,17/6/17,6,3039,1,1,0,0,29,2012
Moorabbin,4,h,1289000,S,17/6/17,14,3189,4,2,1,532,,
Mooroolbark,4,h,651000,S,17/6/17,27,3138,4,2,2,854,,
Mooroolbark,3,h,581000,S,17/6/17,27,3138,3,1,2,484,102,1970
Mordialloc,4,h,1350000,PI,17/6/17,22,3195,4,2,2,314,,1995
Mordialloc,4,h,1150000,SP,17/6/17,22,3195,4,2,2,603,194,2004
Mordialloc,2,u,470500,S,17/6/17,22,3195,2,1,1,0,,1970
Mount Waverley,3,h,1530000,S,17/6/17,14,3149,3,1,2,810,,
Mount Waverley,4,h,1352000,SP,17/6/17,14,3149,4,3,2,708,150,1960
Mount Waverley,3,h,1360000,S,17/6/17,14,3149,3,2,2,710,,
Mount Waverley,3,h,1530000,S,17/6/17,14,3149,3,1,1,750,,1970
Mount Waverley,4,h,1728000,S,17/6/17,14,3149,4,3,2,720,249,1960
Mulgrave,4,h,2000000,S,17/6/17,19,3170,4,4,2,905,446,
Mulgrave,3,h,901000,S,17/6/17,19,3170,3,1,2,801,,
Mulgrave,3,h,757500,S,17/6/17,19,3170,3,2,1,145,,
Mulgrave,3,h,757000,S,17/6/17,19,3170,3,1,1,664,,
Mulgrave,4,h,902000,S,17/6/17,19,3170,4,2,4,726,165,1960
Murrumbeena,3,t,900000,S,17/6/17,10,3163,3,2,2,238,,1998
Murrumbeena,2,u,660000,S,17/6/17,10,3163,2,1,1,109,,
Murrumbeena,3,h,1561000,S,17/6/17,10,3163,3,1,2,627,132,1930
Newport,4,h,1005000,S,17/6/17,6,3015,4,1,1,390,,
Niddrie,3,h,1300000,S,17/6/17,10,3042,3,1,4,646,150,1950
Niddrie,4,h,1751000,S,17/6/17,10,3042,4,3,2,564,500,
Noble Park,3,h,635000,S,17/6/17,23,3174,3,1,4,585,,
North Melbourne,1,h,1000000,S,17/6/17,2,3051,1,1,0,133,,
North Melbourne,1,t,780000,S,17/6/17,2,3051,1,1,0,37,,
North Melbourne,2,u,550000,S,17/6/17,2,3051,2,1,1,0,,
Northcote,2,h,1001000,S,17/6/17,5,3070,2,1,0,166,,
Northcote,2,h,905000,PI,17/6/17,5,3070,2,1,0,114,,
Northcote,3,h,1305000,SP,17/6/17,5,3070,3,1,0,375,,1999
Northcote,3,h,1516000,S,17/6/17,5,3070,3,1,2,504,,
Northcote,2,u,503000,SP,17/6/17,5,3070,2,1,1,0,,1970
Notting Hill,3,u,840000,S,17/6/17,17,3168,3,1,1,390,118,1970
Nunawading,4,h,1430000,S,17/6/17,15,3131,4,3,2,616,212,
Nunawading,3,h,913000,S,17/6/17,15,3131,3,2,1,431,,
Nunawading,5,h,1060000,SP,17/6/17,15,3131,5,3,2,766,274,1970
Nunawading,3,u,806000,S,17/6/17,15,3131,3,1,2,319,,
Oak Park,3,h,840000,SP,17/6/17,11,3046,3,1,1,722,115,1960
Oak Park,4,h,1071888,SP,17/6/17,11,3046,4,2,4,553,190,2001
Oak Park,2,t,790000,S,17/6/17,11,3046,2,2,1,208,127,2010
Oakleigh East,3,t,820000,S,17/6/17,12,3166,3,2,1,200,130,2013
Oakleigh South,3,h,1218500,S,17/6/17,16,3167,3,1,2,673,101,1950
Ormond,2,h,695000,S,17/6/17,11,3204,2,1,1,126,75.45,1970
Parkdale,3,h,940000,S,17/6/17,22,3195,3,2,2,454,122,1950
Parkdale,4,h,1300000,SP,17/6/17,22,3195,4,2,2,597,150,1970
Parkville,3,t,850000,S,17/6/17,2,3052,3,1,1,2429,,
Parkville,2,u,900000,VB,17/6/17,2,3052,2,2,1,2431,,
Pascoe Vale,4,h,1260000,S,17/6/17,9,3044,4,2,5,669,,
Pascoe Vale,3,h,1199000,S,17/6/17,9,3044,3,2,4,689,165.5,1950
Point Cook,4,h,550000,SP,17/6/17,15,3030,4,2,2,464,,
Port Melbourne,2,h,1355000,S,17/6/17,4,3207,2,1,0,156,,
Port Melbourne,3,t,1388000,S,17/6/17,4,3207,3,2,2,104,146,2015
Port Melbourne,1,h,964000,S,17/6/17,4,3207,1,1,0,85,,
Prahran,4,h,1805000,S,17/6/17,5,3181,4,2,1,105,,
Prahran,3,t,1420000,S,17/6/17,5,3181,3,2,2,187,,
Prahran,2,u,735000,S,17/6/17,5,3181,2,1,1,0,,
Prahran,1,u,440000,SP,17/6/17,5,3181,1,1,1,0,44,2015
Prahran,3,h,2200000,PI,17/6/17,5,3181,3,2,2,142,,2000
Prahran,4,h,2300000,VB,17/6/17,5,3181,4,2,2,291,263.5,1890
Preston,3,h,1017500,S,17/6/17,8,3072,3,1,2,592,,
Preston,2,h,1050000,S,17/6/17,8,3072,2,1,1,688,,
Preston,4,h,840000,PI,17/6/17,8,3072,4,1,1,313,113,1950
Reservoir,3,u,510000,S,17/6/17,12,3073,3,1,1,178,100,2009
Reservoir,4,h,930000,S,17/6/17,12,3073,4,1,5,700,,
Reservoir,3,h,635000,SP,17/6/17,12,3073,3,2,2,247,,
Reservoir,2,h,850000,S,17/6/17,12,3073,2,1,2,494,,
Reservoir,3,h,780000,PI,17/6/17,12,3073,3,1,2,893,103,1940
Richmond,2,h,1172000,S,17/6/17,2,3121,2,1,0,155,,
Richmond,3,t,1255000,S,17/6/17,2,3121,3,2,1,124,123,2008
Richmond,2,h,1275000,S,17/6/17,2,3121,2,1,1,110,72,1890
Richmond,3,h,1120000,S,17/6/17,2,3121,3,2,2,134,149,2007
Richmond,3,h,1190000,S,17/6/17,2,3121,3,2,1,105,110,1997
Richmond,1,u,534000,S,17/6/17,2,3121,1,1,1,1347,,2003
Richmond,3,h,1425000,S,17/6/17,2,3121,3,3,3,81,81,2000
Richmond,2,u,650000,S,17/6/17,2,3121,2,2,1,2226,,2011
Ringwood,2,u,475000,PI,17/6/17,20,3134,2,1,2,750,,1975
Ringwood,3,h,800000,PI,17/6/17,20,3134,3,1,1,737,,
Ringwood East,4,h,1175000,S,17/6/17,21,3135,4,2,1,842,135,1960
Ringwood North,3,h,755000,SP,17/6/17,20,3134,3,2,2,306,127,1997
Ringwood North,2,u,602000,S,17/6/17,20,3134,2,1,1,209,,1996
Rowville,4,h,1005800,SP,17/6/17,24,3178,4,2,2,502,320,2003
Rowville,4,h,1275000,S,17/6/17,24,3178,4,2,2,726,,
Sandringham,3,u,760000,VB,17/6/17,15,3191,3,1,1,178,,
Seaford,3,h,782500,S,17/6/17,35,3198,3,2,2,603,,
Seaholme,4,h,1410000,S,17/6/17,11,3018,4,1,2,521,,
Seddon,3,h,900000,SP,17/6/17,5,3011,3,1,0,194,,
Seddon,1,u,322500,S,17/6/17,5,3011,1,1,1,0,,
Seddon,3,h,900000,SP,17/6/17,5,3011,3,1,1,252,120,
Skye,4,h,555698,SP,17/6/17,35,3977,4,2,1,534,152,2002
South Melbourne,3,u,1250000,S,17/6/17,2,3205,3,2,3,0,113,2001
South Melbourne,1,h,407500,S,17/6/17,2,3205,1,1,1,0,53,2000
South Yarra,2,t,1050000,S,17/6/17,3,3141,2,1,1,0,,
South Yarra,2,u,771000,S,17/6/17,3,3141,2,1,1,1272,,
Southbank,2,u,642500,S,17/6/17,1,3006,2,1,1,8888,77,1994
Southbank,1,u,422500,PI,17/6/17,1,3006,1,1,1,3878,,2012
St Albans,3,t,460000,S,17/6/17,14,3021,3,1,1,160,129,2000
St Albans,3,h,610000,PI,17/6/17,14,3021,3,1,1,582,116,1960
St Albans,3,h,630000,S,17/6/17,14,3021,3,1,2,524,,
St Albans,3,u,500000,S,17/6/17,14,3021,3,1,1,388,95,1992
St Kilda,2,u,615000,S,17/6/17,5,3182,2,1,1,1123,84,1920
Sunbury,3,h,455000,SP,17/6/17,32,3429,3,1,6,639,120,1990
Sunshine,4,u,660000,S,17/6/17,11,3020,4,2,2,283,,2007
Sunshine,3,h,810000,VB,17/6/17,11,3020,3,1,2,459,114,1970
Sunshine,3,h,805000,S,17/6/17,11,3020,3,1,2,631,115,1965
Sunshine West,3,h,453000,S,17/6/17,11,3020,3,1,1,305,,2006
Surrey Hills,2,u,807000,S,17/6/17,10,3127,2,1,1,1501,84,1960
Surrey Hills,3,u,780000,SP,17/6/17,10,3127,2,1,1,149,,
Sydenham,3,h,471000,S,17/6/17,18,3037,3,2,1,338,114,2000
Taylors Hill,3,h,558000,S,17/6/17,18,3037,3,2,2,431,431,2008
Taylors Lakes,5,h,780000,S,17/6/17,16,3038,5,2,2,663,230,1996
Taylors Lakes,4,h,715000,S,17/6/17,16,3038,4,3,2,679,,
Templestowe,4,h,2000000,S,17/6/17,16,3106,4,2,2,457,585,
Templestowe Lower,3,h,1240000,S,17/6/17,12,3107,3,2,1,673,150,1965
Thornbury,2,t,756000,S,17/6/17,7,3071,2,1,1,0,103,2010
Thornbury,2,h,1205500,S,17/6/17,7,3071,2,1,1,361,,
Thornbury,3,h,1031000,S,17/6/17,7,3071,3,1,2,612,,1950
Toorak,3,h,2500000,VB,17/6/17,4,3142,3,2,2,440,,
Vermont,5,h,1041000,SP,17/6/17,17,3133,5,3,2,724,,
Vermont South,4,h,1050000,VB,17/6/17,17,3133,4,2,2,651,187,1975
Vermont South,4,h,1208000,S,17/6/17,17,3133,4,2,2,785,,
Viewbank,3,h,940000,SA,17/6/17,9,3084,3,2,2,541,540,1960
Wantirna South,4,h,2020000,S,17/6/17,15,3152,4,2,2,1183,,
Watsonia,3,h,835000,S,17/6/17,15,3087,3,2,1,447,,1997
Watsonia,3,h,1010000,S,17/6/17,15,3087,3,1,2,700,,
Watsonia,3,h,830000,S,17/6/17,15,3087,3,1,2,696,,
Werribee,3,h,442000,S,17/6/17,15,3030,3,1,1,575,,
Werribee,3,h,830000,SP,17/6/17,15,3030,3,2,2,1025,195,1970
Windsor,3,h,1400000,VB,17/6/17,5,3181,3,1,0,364,,
Yarraville,4,h,1035000,S,17/6/17,6,3013,4,2,3,463,,
Abbotsford,3,h,855000,S,24/6/17,3,3067,3,2,1,92,116,2004
Aberfeldie,3,h,1210000,S,24/6/17,8,3040,3,1,6,645,,
Airport West,3,u,737500,SP,24/6/17,10,3042,3,2,2,143,,2012
Airport West,3,h,905000,S,24/6/17,10,3042,3,1,2,573,,1965
Albanvale,3,h,526500,S,24/6/17,14,3021,3,1,2,529,,
Albert Park,2,u,685000,PI,24/6/17,3,3206,2,1,0,324,58,1930
Albert Park,3,h,1800000,VB,24/6/17,3,3206,3,1,1,130,,
Alphington,4,h,1800000,S,24/6/17,6,3078,4,1,2,605,,
Alphington,1,h,330000,VB,24/6/17,6,3078,1,1,1,60,40,1970
Altona,3,h,1020000,SP,24/6/17,11,3018,3,1,2,570,,
Altona,3,h,1280000,S,24/6/17,11,3018,3,1,1,798,,
Altona North,3,h,875000,S,24/6/17,9,3025,3,1,4,563,,
Ascot Vale,3,h,1010000,S,24/6/17,4,3032,3,2,1,150,125,1990
Ascot Vale,3,u,819000,S,24/6/17,4,3032,3,2,1,166,,
Ascot Vale,3,h,990000,S,24/6/17,4,3032,3,1,0,196,102,1900
Ascot Vale,3,t,1200000,S,24/6/17,4,3032,3,2,2,198,,
Ascot Vale,3,h,1375000,S,24/6/17,4,3032,3,1,2,483,,
Ascot Vale,3,h,1100000,PI,24/6/17,4,3032,3,2,2,239,,
Ashburton,3,h,1850000,S,24/6/17,10,3147,3,2,2,720,,
Ashwood,4,h,1425000,S,24/6/17,10,3147,4,1,2,778,,
Avondale Heights,4,h,773000,S,24/6/17,10,3034,4,2,2,344,235,2004
Balaclava,3,h,1475000,S,24/6/17,6,3183,3,2,1,147,,
Balwyn,5,h,2180000,PI,24/6/17,8,3103,5,3,2,646,35,
Balwyn North,2,h,1500000,VB,24/6/17,10,3104,2,1,1,943,,
Balwyn North,5,h,3200000,VB,24/6/17,10,3104,5,3,2,836,168,1970
Balwyn North,2,u,682000,S,24/6/17,10,3104,2,1,1,140,,1970
Bayswater,4,h,1030000,S,24/6/17,23,3153,4,2,2,1094,197,
Bayswater North,3,u,700000,VB,24/6/17,23,3153,3,2,2,535,,
Beaconsfield Upper,4,h,675000,SP,24/6/17,40,3808,4,2,2,1031,161,1960
Bentleigh,5,h,1900000,VB,24/6/17,11,3204,5,1,2,644,,
Bentleigh East,3,h,1410000,S,24/6/17,14,3165,3,2,3,722,736,
Bentleigh East,3,t,817000,S,24/6/17,14,3165,3,1,2,332,,
Bentleigh East,4,h,1815000,S,24/6/17,14,3165,4,3,2,933,107,1960
Bentleigh East,3,h,1225000,SP,24/6/17,14,3165,3,1,2,580,129,1950
Berwick,3,h,690000,S,24/6/17,35,3806,3,2,2,703,153,1980
Blackburn,3,h,880000,PI,24/6/17,13,3130,3,1,1,335,110,1960
Blackburn,4,h,1562000,S,24/6/17,13,3130,4,2,1,592,,
Blackburn,3,h,1530000,S,24/6/17,13,3130,3,1,2,785,,
Blackburn South,3,h,1264000,S,24/6/17,13,3130,3,1,2,579,126,1960
Box Hill,6,h,2150500,PI,24/6/17,11,3128,6,3,3,786,,
Braybrook,3,h,810000,VB,24/6/17,9,3019,3,1,2,649,,
Braybrook,2,h,570000,VB,24/6/17,9,3019,2,1,2,567,74,1950
Brighton,3,h,2655000,SP,24/6/17,11,3186,3,2,2,697,183,1991
Brighton,3,t,3275000,SP,24/6/17,11,3186,3,2,3,289,371.6122,
Brighton East,4,h,2720000,S,24/6/17,10,3187,4,3,2,792,,
Brighton East,4,h,2525000,S,24/6/17,10,3187,4,2,2,725,300,2000
Brighton East,3,h,1300000,VB,24/6/17,10,3187,3,1,2,684,77,1940
Brunswick,3,h,1275000,PI,24/6/17,5,3056,3,1,1,406,156,1900
Brunswick,2,h,900000,VB,24/6/17,5,3056,2,1,0,191,,
Brunswick,2,u,520000,SP,24/6/17,5,3056,2,1,1,0,,
Brunswick,3,h,1204000,S,24/6/17,5,3056,3,1,0,186,101,1890
Brunswick,2,h,730000,S,24/6/17,5,3056,2,1,0,190,,
Brunswick West,4,h,1268000,SP,24/6/17,5,3055,4,2,2,645,217,1950
Brunswick West,3,h,1445000,S,24/6/17,5,3055,3,1,2,613,112,1950
Bundoora,3,h,796000,S,24/6/17,12,3083,3,2,2,534,,
Bundoora,4,h,769000,S,24/6/17,12,3083,4,2,2,662,,
Bundoora,3,h,690000,PI,24/6/17,12,3083,3,1,2,513,,
Burwood,3,h,1325000,S,24/6/17,10,3125,3,1,1,756,,
Burwood,3,h,1052000,S,24/6/17,10,3125,3,1,0,801,,
Camberwell,2,u,555000,S,24/6/17,8,3124,2,1,1,2685,,
Canterbury,3,t,1381000,S,24/6/17,8,3126,3,2,2,230,,
Carlton,3,h,1000000,PI,24/6/17,2,3053,3,1,0,96,80,1910
Carlton,2,u,720000,VB,24/6/17,2,3053,2,1,1,3481,,
Carlton North,3,h,1717500,S,24/6/17,4,3054,3,1,0,202,,
Carlton North,4,h,2400000,SP,24/6/17,4,3054,4,1,1,163,,
Carlton North,3,h,1950000,S,24/6/17,4,3054,3,1,1,309,,
Carnegie,2,t,817500,S,24/6/17,10,3163,2,1,1,292,,
Caroline Springs,5,h,1150000,SP,24/6/17,15,3023,5,5,4,688,490,2006
Carrum,3,u,590000,S,24/6/17,31,3197,3,1,1,179,,
Caulfield North,3,h,1520000,PI,24/6/17,8,3161,3,2,2,426,,
Caulfield South,4,h,1700000,VB,24/6/17,9,3162,4,2,2,627,185,1925
Caulfield South,2,h,960000,S,24/6/17,9,3162,2,1,3,294,,
Chelsea Heights,4,h,732000,S,24/6/17,27,3196,4,2,2,536,202,1985
Cheltenham,3,h,800000,SP,24/6/17,18,3192,3,1,1,366,121,1970
Cheltenham,3,h,877000,S,24/6/17,18,3192,3,1,2,533,135,1965
Cheltenham,4,h,1255000,S,24/6/17,18,3192,4,2,4,712,,1960
Cheltenham,3,h,900000,S,24/6/17,18,3192,3,1,2,537,120,1965
Cheltenham,3,h,1199000,S,24/6/17,18,3192,3,2,2,552,,
Cheltenham,4,h,1500000,S,24/6/17,18,3192,4,2,3,724,,
Clayton,3,u,780000,SP,24/6/17,17,3168,3,2,1,318,103,2000
Coburg,3,h,862500,S,24/6/17,7,3058,3,1,2,490,,
Coburg,4,h,1020000,PI,24/6/17,7,3058,4,2,2,441,255,2002
Coburg,2,h,996000,S,24/6/17,7,3058,2,1,1,476,97,1930
Collingwood,2,h,1095000,SP,24/6/17,2,3066,2,1,0,151,88,1900
Craigieburn,5,h,680000,PI,24/6/17,21,3064,5,3,2,646,199.73,
Craigieburn,4,h,492000,S,24/6/17,21,3064,4,2,2,479,166,2009
Craigieburn,3,h,425000,S,24/6/17,21,3064,3,2,2,263,165,2008
Croydon,3,h,985500,S,24/6/17,23,3136,3,1,2,973,,
Croydon,3,h,720000,VB,24/6/17,23,3136,3,2,2,815,,
Croydon,4,h,860000,VB,24/6/17,23,3136,4,3,2,907,170,1970
Dallas,3,h,408500,S,24/6/17,14,3047,3,1,2,584,,
Dallas,3,h,310000,S,24/6/17,14,3047,3,1,1,595,,
Dandenong,3,h,620000,PI,24/6/17,25,3175,3,1,4,597,,
Deer Park,4,h,650000,S,24/6/17,15,3023,4,2,2,709,,
Deer Park,3,h,716000,S,24/6/17,15,3023,3,1,2,693,,
Deer Park,3,h,645000,S,24/6/17,15,3023,3,1,2,586,,1990
Dingley Village,3,h,840000,S,24/6/17,22,3172,3,2,2,542,,
Dingley Village,3,h,801000,SP,24/6/17,22,3172,3,2,1,526,189,1980
Dingley Village,5,h,955000,S,24/6/17,22,3172,5,3,2,619,153,1975
Doncaster East,3,h,1255000,SA,24/6/17,14,3109,3,2,2,348,,
Doncaster East,3,h,1369000,S,24/6/17,14,3109,3,1,2,696,,
Donvale,3,h,902000,S,24/6/17,16,3111,3,1,2,649,,
East Melbourne,2,u,885000,S,24/6/17,1,3002,2,1,1,1489,,
Eltham North,3,h,967500,S,24/6/17,18,3095,3,1,2,768,122,1985
Eltham North,4,h,890000,PI,24/6/17,18,3095,4,2,2,786,206,1980
Elwood,3,h,1800000,VB,24/6/17,7,3184,3,2,2,188,185,2010
Essendon,2,h,1200000,S,24/6/17,8,3040,2,1,2,470,,1937
Essendon,2,u,720000,PI,24/6/17,8,3040,2,2,2,1523,,2013
Essendon,2,u,410000,VB,24/6/17,8,3040,2,1,1,0,67,1965
Essendon,3,u,930000,S,24/6/17,8,3040,3,2,1,223,146,2002
Essendon,2,u,600000,S,24/6/17,8,3040,2,1,1,132,,
Essendon West,3,h,1390000,S,24/6/17,8,3040,3,1,2,793,,
Fawkner,2,h,761000,S,24/6/17,13,3060,2,1,2,665,30,
Fawkner,3,h,650000,VB,24/6/17,13,3060,3,1,4,616,94,1960
Fitzroy,2,u,700000,VB,24/6/17,2,3065,2,1,1,470,65,2007
Fitzroy North,2,h,1275000,SP,24/6/17,4,3068,2,1,0,153,,
Fitzroy North,2,h,1680000,S,24/6/17,4,3068,2,1,1,185,,
Flemington,4,h,1340000,SP,24/6/17,3,3031,4,2,1,302,,1928
Forest Hill,3,h,800000,VB,24/6/17,15,3131,3,1,2,617,,1960
Frankston,3,h,545000,S,24/6/17,38,3199,3,2,2,571,,
Frankston,3,h,570000,S,24/6/17,38,3199,3,1,2,537,118.54,1960
Frankston,5,h,715000,S,24/6/17,38,3199,5,2,1,1424,,
Frankston South,3,h,860000,S,24/6/17,38,3199,3,2,3,4780,,
Gladstone Park,3,h,653000,SP,24/6/17,13,3043,3,1,2,618,,
Glen Iris,5,h,2862000,S,24/6/17,7,3146,5,2,3,858,,
Glen Iris,5,h,2180000,SP,24/6/17,7,3146,5,3,2,595,,
Glen Iris,3,t,1610000,S,24/6/17,7,3146,3,2,2,364,20,
Glen Iris,4,h,2450000,S,24/6/17,7,3146,4,3,2,910,,
Glen Iris,4,h,2250000,VB,24/6/17,7,3146,4,1,2,1110,,
Glenroy,4,h,1100000,SP,24/6/17,11,3046,4,2,2,1017,,
Glenroy,3,h,512000,S,24/6/17,11,3046,3,1,2,197,96,2003
Gowanbrae,4,h,820000,VB,24/6/17,13,3043,4,2,2,620,,
Greensborough,5,h,1050000,VB,24/6/17,16,3088,5,3,3,616,,1960
Greensborough,3,h,1326000,S,24/6/17,16,3088,3,1,2,1020,,
Greensborough,3,h,895000,S,24/6/17,16,3088,3,2,2,1036,132,1954
Greensborough,3,h,730000,S,24/6/17,16,3088,3,2,2,563,,
Greensborough,5,h,880000,VB,24/6/17,16,3088,4,3,2,789,290,1980
Greensborough,4,h,925000,SP,24/6/17,16,3088,4,2,2,1070,190,1980
Greenvale,3,h,770000,PI,24/6/17,20,3059,3,2,2,775,,
Greenvale,4,h,715000,S,24/6/17,20,3059,4,2,2,680,230,2011
Greenvale,4,h,840500,S,24/6/17,20,3059,4,2,2,494,298.21,2014
Greenvale,4,h,810000,SP,24/6/17,20,3059,4,2,3,990,,
Hampton,4,h,1600000,S,24/6/17,14,3188,4,2,3,633,,1950
Hampton,3,h,1325000,VB,24/6/17,14,3188,3,1,2,400,,
Hampton,4,h,3150000,S,24/6/17,14,3188,4,2,2,743,,
Hampton,2,t,1285000,S,24/6/17,14,3188,2,1,1,348,100,1992
Hampton,2,u,685000,SP,24/6/17,14,3188,2,1,0,0,81,2007
Hampton,2,u,878000,S,24/6/17,14,3188,2,1,1,128,,1967
Hampton East,3,u,957000,S,24/6/17,14,3188,3,2,2,254,113,1994
Hawthorn,3,t,1236000,S,24/6/17,5,3122,3,2,2,159,,2000
Hawthorn,3,h,1750000,PI,24/6/17,5,3122,3,2,0,234,,
Hawthorn,4,h,2010000,PI,24/6/17,5,3122,4,3,3,451,,1970
Hawthorn,3,h,2370000,S,24/6/17,5,3122,3,2,1,362,188,1890
Hawthorn,2,h,1480000,S,24/6/17,5,3122,0,0,0,241,,
Hawthorn,2,h,1682000,S,24/6/17,5,3122,2,1,1,264,97,1910
Heidelberg,4,u,915000,S,24/6/17,9,3084,4,2,2,419,,
Heidelberg,3,t,781000,S,24/6/17,9,3084,3,2,2,137,,2000
Heidelberg West,2,h,875000,SP,24/6/17,9,3081,2,1,3,671,,
Highett,4,h,1300000,VB,24/6/17,16,3190,4,2,2,604,,
Highett,4,h,1430000,S,24/6/17,16,3190,4,2,1,590,,
Hillside,3,h,660000,S,24/6/17,18,3037,3,2,2,666,193,2002
Hillside,3,h,480000,PI,24/6/17,18,3037,3,2,1,320,,
Ivanhoe,4,h,2380000,S,24/6/17,8,3079,4,2,2,778,,
Ivanhoe,3,h,1035000,S,24/6/17,8,3079,3,1,2,585,,
Ivanhoe,3,t,975000,SP,24/6/17,8,3079,3,2,1,103,120,1997
Jacana,3,h,556000,S,24/6/17,14,3047,3,1,1,627,,
Keilor,3,h,875000,SP,24/6/17,15,3036,3,1,2,722,,
Keilor Downs,4,h,670000,S,24/6/17,16,3038,4,2,2,713,164,1982
Keilor Downs,3,h,575000,SP,24/6/17,16,3038,3,1,1,307,,1990
Kensington,3,h,1250000,S,24/6/17,3,3031,3,1,2,340,,
Kensington,1,u,395000,SP,24/6/17,3,3031,1,1,1,2592,,
Kensington,2,h,840500,S,24/6/17,3,3031,2,1,0,107,,
Kensington,2,u,876000,S,24/6/17,3,3031,2,2,2,0,74,2015
Kew,3,h,1995000,S,24/6/17,5,3101,3,1,4,482,,
Kew,2,u,600000,S,24/6/17,5,3101,2,1,1,847,,
Kew,2,u,797000,S,24/6/17,5,3101,2,1,2,964,,1960
Kew,3,h,3001000,S,24/6/17,5,3101,3,1,3,784,,
Keysborough,3,h,752000,PI,24/6/17,25,3173,3,2,2,552,,
Lalor,3,h,705500,S,24/6/17,16,3075,3,1,4,670,,
Lalor,2,h,685000,S,24/6/17,16,3075,2,1,2,766,,
Lalor,3,h,560000,S,24/6/17,16,3075,3,1,1,364,165,1985
Lalor,2,h,511500,SP,24/6/17,16,3075,2,1,2,416,93,1960
Maidstone,3,t,810000,S,24/6/17,6,3012,3,2,2,209,16,
Malvern East,3,h,1275000,S,24/6/17,8,3145,3,2,2,161,,
Malvern East,3,h,1690000,SP,24/6/17,8,3145,3,1,2,706,,1930
Malvern East,4,h,3600000,S,24/6/17,8,3145,4,3,2,552,355,2015
Maribyrnong,3,t,815000,S,24/6/17,4,3032,3,2,2,198,130,1990
Maribyrnong,2,h,920000,VB,24/6/17,4,3032,2,1,1,575,,
Meadow Heights,3,h,467000,S,24/6/17,17,3048,3,1,1,565,98,1975
Melton,4,h,405000,S,24/6/17,32,3337,4,2,2,590,163,1970
Melton South,3,h,420000,S,24/6/17,30,3338,3,2,2,599,,
Melton South,3,h,465000,S,24/6/17,30,3338,3,1,2,615,,1980
Mill Park,4,h,625000,S,24/6/17,18,3082,4,2,2,628,,
Mill Park,2,h,428000,S,24/6/17,18,3082,2,1,1,389,104,2005
Mill Park,4,h,722500,S,24/6/17,18,3082,4,2,2,643,169.5,2001
Mill Park,2,h,421000,S,24/6/17,18,3082,2,1,1,257,83,1985
Mitcham,2,h,890000,S,24/6/17,17,3132,2,2,1,370,370,
Mitcham,3,h,960000,VB,24/6/17,17,3132,3,1,0,781,,
Montmorency,3,h,755000,S,24/6/17,16,3094,3,1,2,848,,
Moonee Ponds,1,u,286000,PI,24/6/17,6,3039,1,1,1,114,42.2,1970
Moonee Ponds,3,h,1375000,S,24/6/17,6,3039,3,1,1,449,,
Moorabbin,3,h,1401500,S,24/6/17,14,3189,3,2,4,867,,
Mordialloc,4,h,920000,S,24/6/17,22,3195,4,2,2,413,170,1975
Mordialloc,2,h,1110000,S,24/6/17,22,3195,2,1,1,709,,
Mount Evelyn,3,h,620000,VB,24/6/17,32,3796,3,1,4,2385,127,1930
Mount Waverley,3,h,1200000,VB,24/6/17,14,3149,3,1,4,807,117,1196
Mount Waverley,4,h,1387000,S,24/6/17,14,3149,4,2,4,691,,
Mount Waverley,4,t,970000,SP,24/6/17,14,3149,4,2,2,196,,
Mount Waverley,3,u,870000,S,24/6/17,14,3149,3,2,2,264,,
Mount Waverley,3,h,1250000,S,24/6/17,14,3149,3,1,1,722,,
Mulgrave,3,h,865000,S,24/6/17,19,3170,3,1,2,739,126,1965
Murrumbeena,3,h,1410000,S,24/6/17,10,3163,3,1,1,579,,
